artists,track_name
Kato,The Day Lofi (My Hero Academia)
Bastiancortesxv,Karma
wacci,空に笑えば
Official HIGE DANdism,Pretender
Kato,Crossing Fields (Sword Art Online)
Kato,Again Lofi (Fullmetal Alchemist Brotherhood)
Kato,Princess Mononoke Lofi (The Legend of Ashitaka)
Mrs. GREEN APPLE,サママ・フェスティバル!
Kato,This Game Lofi (No Game No Life)
Yasuharu Takanashi,空蝉
NICO Touches the Walls,ニワカ雨ニモ負ケズ
Masato(coldrain);coladrain;Hiroaki Tsutsumi,REMEMBER
SID,嘘
sasanomaly,空と虚
the peggies,足跡
Hiroyuki Sawano,T-Kt
Sayuri,それは小さな光のような
Hiroyuki Sawano,UTAtoHIBIKI
Hideki Taniuchi,Death Note
Kijugo,Fukashigi no Carte but is it okay if it's lofi?
はてな,声?
Hideki Taniuchi,L no Theme B
茅原実里,みちしるべ
Feora,Vogel im Kafig
Aimer,SPARK-AGAIN
UVERworld,ODD FUTURE
Kato,To the Grand Line
ASIAN KUNG-FU GENERATION,ブラッドサーキュレーター
Ikimonogakari,SAKURA
Samuel Kim,"Luffy's Fierce Attack (from ""One Piece"")"
CHiCO with HoneyWorks,我武者羅 (TV size)
UVERworld,D-tecnoLife
SCREEN mode,Reason Living
ASCA,RESISTER
Rustage,Sasuke
FantasticYouth,外道讃歌
halca,センチメンタルクライシス
MAN WITH A MISSION,Dark Crow
Otaku,Aryetti's Song
Samuel Kim,"Kamado Tanjirou no Uta - Orchestral Version (from ""Demon Slayer"")"
Official HIGE DANdism,Subtitle
Kenzie Smith Piano,"Sadness and Sorrow (From ""Naruto"")"
Rustage,Yellow Flash (Minato Rap)
中野家の五つ子,Gotoubun no Katachi
Joe Hisaishi,The Flower Garden
KOHTA YAMAMOTO,The Warriors
Joe Hisaishi,A Town with an Ocean View
Hiroyuki Sawano,attack ON taian [TFSv]
Hiroyuki Sawano,The Reluctant Heroes
Kato,My Neighbor Totoro (Path of the Wind)
Samuel Kim,Rex Incognito (Zhongli Theme) - Epic Version
Linked Horizon,Shoukei to Shikabane no Michi [TV Size]
Rustage;OzzaWorld,Next Hokage (Naruto Rap) [feat. Ozzaworld]
frad,The Girl I Have a Crush On
Khantrast;Musicality;mellowthemanic;Fabvl,Demon Slayer Freestyle
ENHYPEN,Upper Side Dreamin’
Otaku,Renai Circulation (Bakemonogatari)
Macaroni Empitsu,トリコになれ
Ricardo Silva,Tema de Digimon 2 Impacto Rojo
Cö Shu Nie,give it back
Hiroaki Tsutsumi,This Is Revenge
Cö Shu Nie,give it back
Yutaka Yamada,Remembering (feat. Tate McRae)
Yasuharu Takanashi,形勢逆転
MUSASHI PROJECT,激と撃
Hiroaki Tsutsumi,最恐
Kensuke Ushio,lit
FLOW,COLORS -CODE GEASS OPENING MIX-
Hideki Taniuchi,Kuroi Light
ACN Music.,Guts
Nana Mizuki,ダブルシャッフル
LiSA,往け
ACN Music.,Strong and Strike
Kijugo,Blue Bird but is it okay if it's lofi?
Yoshihisa Hirano,奇術師のバイレ
miwa,chAngE
Yuki Hayashi,HERO A
PELICAN FANCLUB,三原色
Feora,Despair
Khantrast,Let's Ride
伊藤美来,青100色
Kato,Loneliness
Kijugo,Gurenge but is it okay if it's lofi?
Kensuke Ushio,Smells Blood
Evan Call,The Voice in My Heart
Samuel Kim,Kai's Theme
Aqua Timez,ALONES
Hiroyuki Sawano,Counter Attack-Mankind
Destly,Port Ormos
Vickeblanka,Lucky Ending
MADKID,RISE
Samuel Kim,Attack on Titan Theme
Kupla,Kingdom in Blue
MADKID,RISE
LiSA;Uru,再会 (produced by Ayase)
桶狭間ありさ,Power of Mujin Park
Official HIGE DANdism,115万キロのフィルム
Lenny code fiction,Make my story
Rustage;Khantrast,Red (Uchiha Rap) [feat. Khantrast]
Raimu,Counting Rice
LiSA,Rising Hope
Samuel Kim,Duel of the Fates - Epic Version
Kato,The World (Death Note)
Megumi Hayashibara,集結の園へ
conscience,Everything's Alright
Zarcort,Resident Evil Rap
MegaR;Kballero Rap,Adán vs Zeus Rap
Macaroni Empitsu,たましいの居場所
Ejsu Multimedia;Fallo;Karu,Amor Vil
Yasuharu Takanashi,帰郷
PianoDeuss,Hokage Funeral (Naruto Original Soundtrack)
Fery,Man Of The World (Obito's Fate)
TK from Ling tosite sigure,Signal
Hiroaki Tsutsumi,Tokyo Revengers -Main Theme-
EGOIST,BANG!!!
Myuk,魔法
大原ゆい子,旅人の唄
frad;Hayne;Milky Day,fool
EGOIST,Departures 〜あなたにおくるアイの歌〜
Kenshi Yonezu,Flamingo
Hiroyuki Sawano,Voices of the Chord
Joe Hisaishi,You're in Love
DISH//,No.1
Kenshi Yonezu,死神
Kijugo,Hikaru Nara but is it okay if it's lofi?
Yasuharu Takanashi;YAIBA,Spin and Burst
Yuki Hayashi,暴走する悪意
KANA-BOON,スターマーカー (Album Mix)
μ's,輝夜の城で踊りたい
Khantrast;Musicality,Death Note Freestyle
SawanoHiroyuki[nZk];Laco,Hands Up to the Sky
sumika,秘密
Cidergirl,シンデレラ
Kato,Alone
Hiroyuki Sawano,Rittaikidou
Aimer,コイワズライ
Kenshi Yonezu,LOSER
Yugo Kanno,Diamond is unbreakable - Main Theme
Linked Horizon,Akatsuki no Requiem (TV Size)
Kainbeats,"rest well, my friend"
Raimu,Natsukashii
Yasuharu Takanashi,Fairy Tail Main Theme - Slow ver.
BigRicePiano,The Sound of Rain
ENHYPEN,Always
HYDE,HALLOWEEN PARTY - プペル Ver.
Yasuharu Takanashi,Dragon Force
Joe Hisaishi,Opening Song - Merry-Go-Round of Life
Raimu,Stuck in Æther
Raimu,The Wild Dance
Raimu,To Be Continued..
Taku Iwasaki,awake
Aimer,LAST STARDUST
MAN WITH A MISSION,Merry-Go-Round
supercell,My Dearest
ClariS,ALIVE
ACE COLLECTION,70億にただ1つの奇跡
Hiroyuki Sawano,Symphonicsuite (Aot) Part2-5th: Apple Seed
ENHYPEN;YEONJUN,Blockbuster feat. YEONJUN of TOMORROW X TOGETHER
MegaR;Nyako,Garou Miedo Cósmico Rap. El Puño de Dios
Galileo Galilei,青い栞
Yasuharu Takanashi,千軍万馬
Yuki Hayashi;Asami Tachibana,チームの地力
amazarashi,季節は次々死んでいく
amazarashi,さよならごっこ
Yasuharu Takanashi;YAIBA,NARUTO Main Theme'16
Eve,闇夜
Raimu,Dandelion's Lullaby
TK from Ling tosite sigure,katharsis (TV edit)
BURNOUT SYNDROMES,ヒカリアレ
Eve,Raison Detre
Kijugo,Shinzo wo Sasageyo but is it okay if it's lofi?
Eir Aoi,INNOCENCE
Kato,Samidare
STEREO DIVE FOUNDATION,Daisy
Samuel Kim,Akuma no Ko - Cinematic Version
Hiroyuki Sawano,Attack on D
Hikaru Utada,First Love
Feora,Sadness and Sorrow
Cö Shu Nie;Naeleck,SAKURA BURST (Naeleck Remix) - SACRA BEATS Singles
Khantrast,Eight Gates Flow
LiSA,だってアタシのヒーロー。
Kato,Overtaken
Minijau,Naruto Main Theme
Eve,Yoruwahonoka
Rustage;GameboyJones;Tokumei;Rockit Music;Connor Rapper;Shwabadi;Deaded Yasuke;Eddie Rath;DaisyBanaisy;None Like Joshua,Akatsuki
Kato,Blue Bird
KOHTA YAMAMOTO,Ashes on The Fire
KANKAKU PIERO,Rakugakipeiji
Yoko Takahashi,残酷な天使のテーゼ<Director's Edit. Version>
Kenshi Yonezu;Masaki Suda,灰色と青 ( + 菅田将暉 )
Eve,Outsider
Mrs. GREEN APPLE,ダンスホール
CHiCO with HoneyWorks,決戦スピリット
Yuki Hayashi,Jet Set Run
Samuel Kim,Carol of The Bells - Epic Version
Kato,Spirited Away (One Summer's Day)
Eve,Last Dance
Zarcort,Halo 4 Rap
Celestial Alignment,One More Coffee
Rustage;Frazer,Joker (Gotham City)
Macaroni Empitsu,メレンゲ
Official HIGE DANdism,Yesterday
Official HIGE DANdism,Apoptosis - LIVE
ENHYPEN,Tamed-Dashed - Japanese Ver.
Official HIGE DANdism,I Love...
ENHYPEN,"Attention, please!"
Adrian Barba,"En Marcha Estoy (From ""Tierra De Osos"")"
LiSA,Catch the Moment
TM NETWORK,Get Wild
KANA-BOON;もっさ,ないものねだり - Revenge THE FIRST TAKE
amazarashi,境界線
SoulBeatz,MAN OF THE WORLD
EMPiRE,RiGHT NOW
KANA-BOON,バトンロード
物語シリーズ,白金ディスコ
DOES,紅蓮
ヴィヴィ(Vo.八木海莉),Sing My Pleasure
Eve,Kokoroyohou
JAM Project,静寂のアポストル
EMPiRE,RiGHT NOW
Samuel Kim,Ashes on The Fire
Hiroyuki Sawano,Call Your Name (Gv)
Hiroyuki Sawano,Symphonicsuite (Aot) Part2-6th: Thanksat
Reol,No title
Berioska,Netsujou No Spectrum (Nanatsu No Taizai)
syudou,Gambling
Aqua Timez,Velonica
Kenshi Yonezu,orion
Kenshi Yonezu,感電
Raimu,Mystery Lands
Mrs. GREEN APPLE;Sonoko Inoue,点描の唄
Raimu,Morning's Chant
Otaku;LoFi Waiter,The Girl Who Fell from the Sky
Kato,Again (Fullmetal Alchemist Brotherhood)
Otaku,Chala Head Chala (DBZ)
Official HIGE DANdism,Universe - LIVE
Official HIGE DANdism,No Doubt - LIVE
Official HIGE DANdism,Pending Machine - LIVE
Official HIGE DANdism,Lost In My Room - LIVE
Official HIGE DANdism,Cry Baby - LIVE
Official HIGE DANdism,Anarchy - LIVE
Official HIGE DANdism,Stand By You - LIVE
Official HIGE DANdism,Bedroom Talk - LIVE
Official HIGE DANdism,Brothers - LIVE
Official HIGE DANdism,Fire Ground - LIVE
Official HIGE DANdism,I Love... - LIVE
Official HIGE DANdism,Pretender - LIVE
Official HIGE DANdism,Filament - LIVE
Official HIGE DANdism,Laughter - LIVE
Official HIGE DANdism,Shower - LIVE
Official HIGE DANdism,Hello - LIVE
Official HIGE DANdism,Shukumei - LIVE
Maretu,Mind brand
Official HIGE DANdism,Itan na Star - LIVE
Official HIGE DANdism,Midori no Amayoke - LIVE
Official HIGE DANdism,1.15 Million Kilometers of Film - LIVE
Keyblade,One Punch Man Rap Rock. Solo un Golpe
MegaR,Baki vs Oliva Rap. Pentágono Negro
Darckstar,Qin Shi Huang vs Hades Rap. Un Auténtico Rey
スカートとPUNPEE;スカート;PUNPEE,ODDTAXI
SPYAIR,サクラミツツキ
Hideki Taniuchi,Kodoku
Kijugo,Lost In Paradise but is it okay if it's lofi?
Ikimonogakari,BAKU
SID,レイン
Eve,Yoruwahonoka
Marika Takeuchi,Breathe Out
美波,ライラック
SawanoHiroyuki[nZk];Laco,NEXUS <PODv>
Yoshihisa Hirano,Death Note Theme
BURNOUT SYNDROMES,PHOENIX
Sukima Switch,Ah Yeah!!
Kijugo,Fly High but is it okay if it's lofi?
Hiroyuki Sawano,Perfect Time
SPYAIR,I Wanna Be...
Kijugo,Samidare but is it okay if it's lofi?
Eir Aoi;Fairlane,IGNITE (Fairlane Remix) - SACRA BEATS Singles
Kato,Rainy Day
Kupla,Lavender
Animelmack,Light Yagami Theme (Death Note) [Kira]
Sukima Switch,ゴールデンタイムラバー
LiSA,oath sign
Haruka Tomatsu,courage
Samuel Kim,Call of Silence x Zero Eclipse
Hiroyuki Sawano,E.M.A
HalcyonMusic,"unravel (from ""Tokyo Ghoul"") - Piano Arrangement"
Mika Kobayashi,Honkai World Diva - Movie Ver.
Kupla,Those Were the Days
Hiroyuki Sawano,Apetitan
Maretu,SIU
Daddyphatsnaps;Delta Deez,Villain Arc (Shigaraki)
Konomi Suzuki,REALIZE
Rustage;Frazer,Demon King (Sukuna Rap)
Rustage;Eddie Rath,Lies (Itachi Rap) [feat. Eddie Rath]
畠中 祐,DYING WISH
STEREO DIVE FOUNDATION,STORYSEEKER
Samuel Kim,One Piece x Pirates of The Caribbean
Kato,Sparkle (Your Name)
Zius Lit,Notice Me
Raimu,Hang On
Eve,Tokyo Ghetto
SPYAIR,サムライハート(Some Like It Hot!!)
Ryuichi Sakamoto;Jaques Morelenbaum;Everton Nelson,Merry Christmas Mr. Lawrence
Kensuke Ushio,Devilman No Uta
Mrs. GREEN APPLE,私
Adrian Barba,Sola Nunca Estarás
The Covers Duo,Atraparlos Ya! (Pokemon)
Doblecero,Rap de Buda
Adrian Barba,"Quiero Gritar Te Amo (Version 2017 ) [From ""Slam Dunk""]"
Yasuharu Takanashi;YAIBA,黒点
Yasuharu Takanashi,百花繚乱
Theishter,Again from Your Lie in April
PELICAN FANCLUB,Who are you?
小畑貴裕,イザベラの唄 (Mandolin Version)
Hikaru Utada,One Last Kiss
PianoDeuss,Again (Your Lie in April Original Soundtrack)
FLOW,GO!!! 〜NARUTO OPENING MIX〜
SUPER BEAVER,ひたむき
Marika Takeuchi,Missing Piece
ReoNa,ないない
美波,ホロネス
tills chills,fukashigi no carte lofi (bunny girl senpai)
Hideki Taniuchi,Near no Theme
美波,main actor
EGOIST,名前のない怪物
TRUE,Sincerely
TrackGonEat,Ultra Instinct
Aimer;Chelly,ninelie
Satoshi Takebe,Signal Flags
DISH//,No.1
Samuel Kim,The Batman Theme - Epic Version
Kato,Fairy Fountain
Rustage;LulunaRina,Oni (Nezuko Rap)
FictionJunction;LiSA,from the edge -TV ver.-
Samuel Kim,"Unravel - Epic Version (from ""Tokyo Ghoul"")"
Kato,Youseebiggirl/T:t
Hiroyuki Sawano,DOA
Hiroyuki Sawano,K21
Luna Haruna,Overfly
[Alexandros],無心拍数 - アオアシ ver.
Fonzi M,"Kamado Tanjiro no Uta (From ""Demon Slayer: Kimetsu no Yaiba"") [Piano Solo]"
Otaku,Nausicaa Requiem
MAN WITH A MISSION,Seven Deadly Sins
Rustage;Louverture;The Kevin Bennett,Upgrade (Cyberpunk: Edgerunners)
Kato,Pokémon Center - Lofi
ENHYPEN,Drunk-Dazed - Japanese Ver.
shirobeats;Trap Music Now;JOEHDAH,Berserk Skeleton Meme Song - Remix
Aqua Timez,等身大のラブソング
Macaroni Empitsu,メレンゲ
Zarcort;Eva Ruiz,Más de ti (feat. Eva Ruiz)
神崎エルザ,Independence
Bynmc;Kballero Rap;SoulRap,Raiden vs Shiva Rap. La carga de la cima
Bastiancortesxv,The Other Side
Adrian Barba,Chala Head Chala
Doblecero;Bastián Cortés,Rap Deku Villano
Inheres,Fire! (Digimon)
Bynmc;MegaR;ZerØ,Adán vs Zeus Rap. El creador y su creación
Ricardo Silva,Mi Corazón Encantado - Dragon Ball Gt
Adlomusic,Sasaki kojiro vs. Poseidon
ASIAN KUNG-FU GENERATION,アフターダーク
Yutaka Yamada,ON MY OWN
Hiroaki Tsutsumi;桶狭間ありさ,呪術廻戦
SCANDAL,瞬間センチメンタル
Sayuri,平行線
Hiroyuki Sawano,BUBBLE
NICO Touches the Walls,ホログラム
SPYAIR,イマジネーション
ReoNa,生命線
ChouCho,優しさの理由
GRANRODEO,TRASH CANDY
FLOW,Sign -NARUTO Opening Mix-
Kijugo,Iro Kousui but is it okay if it's lofi?
SPYAIR,イマジネーション
STEREO DIVE FOUNDATION,Daisy
UVERworld,CORE PRIDE
sumika,春夏秋冬
Yasuharu Takanashi,Natsu's Theme
kobasolo;七穂,小さな恋のうた feat.七穂
WEAVER,Kuchizuke Diamond
Masaki Suda,虹
Macaroni Empitsu,星が泳ぐ
Eve,Avant
SawanoHiroyuki[nZk];mizuki,aLIEz
Kijugo,One Punch Man but is it okay if it's lofi?
Eve,Yuseiboushi
Hiroyuki Sawano,So Ist Es Immer
Aimer,星屑ビーナス
Rustage;HalaCG,Goodbye (Yuta Rap)
MindaRyn,Daylight
Hiroyuki Sawano,Symphonicsuite (Aot) Part2-2nd: Shingekinokyojin
Hiroyuki Sawano,ELO
Fandubs Jose;PurpleTheBlue,The Pikachu Song [Pokemon]
Rustage,Sage Mode (Jiraiya Rap)
DizzyEight;Khantrast,SHARINGAN
Joe Hisaishi,A Journey (A Dream of Flight)
Kato,Attack on Titan
Hiroyuki Sawano,Symphonicsuite (Aot) Part2-3rd: Before Lights Out
Kenshi Yonezu,馬と鹿
Kato,"The Very, Very, Very Strongest"
Rustage,Determination (Rock Lee Rap)
Rustage;DizzyEight,Eight Gates (Might Guy Rap) [feat. DizzyEight]
Otaku;LoFi Waiter,Silhouette (Naruto Shippuden)
BigRicePiano,April Rain
Raimu,Future's Beyond
Satoshi Takebe,Summer of Farewells - From Up On Poppy Hill (Vocals by Aoi Teshima)
Bastiancortesxv,Fuyu No Hanashi
Kronno Zomber,Amor de Zombie
Mrs. GREEN APPLE,SPLASH!!!
WANDS,Secret Night~It's My Treat~ [WANDS 第5期 ver.]
桶狭間ありさ,This Is Pure Love
kurochuu.,my war but it's lofi (attack on titan)
Galileo Galilei,青い栞
Yuki Hayashi,コンセプトの戦い
Kensuke Ushio,Judgement
Eve,Leo
SCANDAL,HARUKAZE
Eve;suis from Yorushika,Heikousen
LiSA,炎
anifi,Chainsaw man main theme but it's lofi hiphop
Sayuri,それは小さな光のような
ACE COLLECTION,モノクロシティ
Kijugo,Akuma no Ko but is it okay if it's lofi hiphop?
Kano,六兆年と一夜物語
CHiCO with HoneyWorks,我武者羅
LucasPianoRoom,"Saitama's Theme ~Sad Ver.~ (From ""One Punch Man"")"
Yasuharu Takanashi,Dragon Slayer
Kenshi Yonezu,アイネクライネ
Kupla,Alone in the World
kobasolo;えみい,secret base ~君がくれたもの~ feat.えみい (テーマパークガール)
Sumire Uesaka,EASY LOVE
SUPER BEAVER,突破口
Eve,Taikutsuwo Saienshinaide
Hikaru Shirosu,"Waltz No. 1, Collapse"
KOHTA YAMAMOTO,The Fall of Marley
Rustage;Shwabadi;PE$O PETE;Lex Bratcher;Connor Quest!,Yonko
Rustage;Shwabadi;Connor Quest!,Monster Trio
Rustage;Shwabadi,Thunder (Zenitsu Rap) [feat. Shwabadi]
Hiroyuki Sawano,Barricades - Movie Ver.
Daddyphatsnaps,Sukuna Rap (King Me)
frad,blossoms
Otaku,Again (Full Metal)
Kato,The Raising Fighting Spirit
Macaroni Empitsu,mother
Rustage;Aizen,City Lights (Tengen Uzui Rap)
ENHYPEN,Intro : The Invitation
UNISON SQUARE GARDEN,場違いハミングバード
Divide Music,Never Enough
ENHYPEN,Given-Taken - Japanese Ver.
BigRicePiano,First Rain in Spring
UVERworld,Don’t Think.Feel
Keyblade,A Fuego Lento
梶浦 由記,swordland
Hachioji P;Giga;Hatsune Miku;Kagamine Rin,Gimme×Gimme feat. 初音ミク・鏡音リン
Mrs. GREEN APPLE,WaLL FloWeR
Mrs. GREEN APPLE,うブ
Adrian Barba,"Brave Heart (From ""Digimon Adventure"")"
Adrian Barba;omar1up,"Ángeles y Demonios (From ""Dragon Ball Super"")"
Amatsuki,Time Capsule
Adlomusic,Jack El Destripador vs. Hercules
Yutaka Yamada,Alone
Yasuharu Takanashi,薄暮
Shiro Sagisu,Number One (vocal ver.)
ReoNa,シャル・ウィ・ダンス?
kurochuu.,youseebiggirl but it's lofi (attack on titan)
Yasuharu Takanashi;Rayden,"Akatsuki (From ""Naruto Shippuden"")"
SPYAIR,アイム・ア・ビリーバー
Hiroyuki Sawano,PARKOUR
Katsu Hoshi,Main Theme
Aimer,SPARK-AGAIN
Kensuke Ushio,lvs
Yuki Hayashi,君はヒーローになれる
Feora,Samidare
Kiro Akiyama,SKETCH
Yoshihisa Hirano,Legend of the Martial Artist
Khantrast,Clear Skies
Kijugo,Kataware Doki but is it okay if it's lofi?
Kupla,Roots
Rustage,King (Luffy Rap)
SUPER BEAVER,突破口
Samuel Kim,Moon Knight Theme
Samuel Kim,"Running Up That Hill - Orchestral Version (from ""Stranger Things"")"
Kato,Man of the World
Chewie Melodies,Mondstadt Nighttime
Raimu,Sinking Fatigue
Samuel Kim,The Flash Theme (At the Speed of Force)
Eve,Bouto
Ikimonogakari,帰りたくなったよ
Hiroyuki Sawano,AOTF-s1
Eve,Nonsense Bungaku
Hiroyuki Sawano,YouSee-Power
Rustage;Fabvl;None Like Joshua;Connor Quest!;Eddie Rath;iBringDaLULZ;Cdawgva;Zach Boucher;Shwabadi;Divide Music;GameboyJones;Shao Dow;DizzyEight;FrivolousShara;DiggzDaProphecy;Dreaded Yasuke;BassedOlaf;Daddyphatsnaps,Shonen Jump
Otaku,Guren No Yumiya (Attack On Titan)
Otaku,The Path of the wind
Rustage;Burefu,Overlord
Evan Call,Theme of Violet Evergarden
Aimer,I beg you
BURNOUT SYNDROMES,Good Morning [New] World!
Rustage,Gol D Roger
Macaroni Empitsu,ワルツのレター
BiSH,BROKEN
DECO*27,Ghost Rule
神崎エルザ;ReoNa,ALONE
Bruce Faulconer,Vegeta - Super Saiyan
Adrian Barba,Por Siempre Soñando
Nattalia Sarria,"Tengo la Fe (From ""Digimon"")"
Meychan,Obsolete
Doblecero,Rap de Jack el Destripador
Tricker,"Traitor's Requiem (From ""JoJo's Bizarre Adventure: Golden Wind"") - Spanish Version"
Danie Green,Zankyou Sanka
UVERworld,Touch off
Eve,Kaikai Kitan
NICO Touches the Walls,Diver
Vxnity,Baki
Yuki Hayashi;Asami Tachibana,ハイキュー!!
Theishter,Watashi No Uso (Your Lie in April Original Soundtrack)
Yuu Miyashita;NILFRUITS,Wozwald
Eve,Yamiyo
KANA-BOON,Torch of Liberty
Khantrast;Musicality,Tsukuyomi
Kijugo,Cry Baby but is it okay if it's lofi?
Beau.,Akatsuki
Khantrast,You Got Jokes
Hiroyuki Sawano,Bauklotze
the peggies,足跡
藤川千愛,きみの名前
Shiki-TMNS;Kodama Boy;Big Gay,Baddest Bitch
ReoNa,ないない
Kijugo,Kyouran Hey Kids but is it okay if it's lofi?
Official HIGE DANdism,I Love...
Aimer,春はゆく
Takatsugu Muramatsu,The Girl in the Blue Window
Kijugo,Polaris but is it okay if it's lofi?
ReoNa,forget-me-not
kobasolo;kopi,Haru ni yuraredo kimi omou
jon-YAKITORY;Ado,AntiSystem's
Kainbeats;softy,Cloudy Springs
Mrs. GREEN APPLE,春愁
sweet ARMS,デート・ア・ライブ
Sakurakou K-ON Bu,Fuwa Fuwa Time
LoFoxy;Sakura,"Uso (From ""Fullmetal Alchemist: Brotherhood"")"
Satoshi Takebe,Reminiscence
Samuel Kim,Kai's Theme & Agni Kai
Yugo Kanno,Killer
Rustage;McGwire,Eyes On Me (Eren Jaeger Rap)
Kato,Pokémon Theme
Otaku,Sign (Naruto Shippuden)
Daddyphatsnaps,Cyber Psycho (Cyberpunk Edgerunners)
Rustage;NerdOut;Lex Bratcher;Shao Dow,"Turn it Up (Team 7 Rap) [feat. NerdOut, Lex Bratcher & Shao Dow]"
WANDS,Just a Lonely Boy ~WANDS 第5期 ver.~
Ricardo Silva,"Sola Nunca Estarás (Caprichosa) [Ending ""D.B. G T.""]"
Miyakawa-kun,略奪
Miliyah,ディア ロンリーガール
ENHYPEN,Outro : Day 2
MegaR,Baki Rap. El Campeón
Keyblade,Yūgen
Bastiancortesxv,Wolf in Sheep's Clothing
Nattalia Sarria,"Luz de Luna (From ""Sailor Moon"")"
Mauren Mendo,Blue Dream
MegaR,Pilares Rap. Los Guardianes de la Noche
SID,レイン
Yasuharu Takanashi;YAIBA,うちはイタチ
Hideki Taniuchi,Taikutsu
Kensuke Ushio,Crybaby
Hitorie,3分29秒
Torby Brand,Again
PianoDeuss,Kioku (Yosuga No Sora Original Soundtrack)
美波,DROP
Yoshihisa Hirano,Low of Solipsism Ⅱ
Kenshi Yonezu,M八七
majiko,アイロニ
SCANDAL,少女S
yanaginagi,ユキトキ
NICO Touches the Walls,マシ・マシ
yanaginagi,ユキトキ
Joe Hisaishi,The Sixth Station
FLOW,Re:member
Reol,第六感
Palademix;Nostalgic,"Unravel (From ""Tokyo Ghoul"")"
LiSA,明け星
CHiCO with HoneyWorks,プライド革命
Eir Aoi,アイリス
Khantrast;Junoflo,Big Stunna
Rustage;Shwabadi;Connor Quest!,Legend
MY FIRST STORY,King & Ashley
sumika,ファンファーレ
Aimer,オアイコ
Nanawoakari,恋愛脳
Rustage;Shwabadi;Connor Quest!,Bound by Blood
大原ゆい子,旅人の唄
Rustage;Shwabadi;Connor Quest!;Kiwwi,Unholy God
jon-YAKITORY;Ado,Rasen
BigRicePiano,A Bitter Rain
高木さん(CV:高橋李依),小さな恋のうた
Kato,Song of Storms
Macaroni Empitsu,裸の旅人
Eve;suis from Yorushika,Heikousen
Evan Call,Discovering the Past
ENHYPEN,Intro : Walk the Line
亜咲花,Natsuyume noisy
Ricardo Silva,"Mi Corazón Encantado (Opening ""D.B. G T."")"
Mrs. GREEN APPLE,lovin'
Macaroni Empitsu,ボーイズ・ミーツ・ワールド
MegaR,Torneo Raitai Rap (Yujiro vs Kaku)
MegaR,Barbablanca Rap. Leyenda del Mar
Darckstar,Garou Miedo Cósmico vs Saitama Rap. Yin Yang
Kballero Rap,Baki vs Mohammad Ali Jr. Torneo Raitai Rap
Doblecero,Rap de Uzui
Adlomusic,Thor vs. Lu Bu
Bynmc;BenderCat,Sasaki Kojiro vs Poseidón Rap. Superación vs Perfección
Ikimonogakari,HANABI
Sukima Switch,LINE
kurochuu.,red swan but it's lofi (attack on titan)
Tha J-SQUAD;Remix Maniacs,Jiren's Power
EGOIST,エウテルペ
Kenma,Fukashigi no Carte - Lofi Version
Kensuke Ushio,lvs(var)
Hideki Taniuchi,L no Shiso
Musicality;mellowthemanic,Blue Bird (Naruto) - Trap Remix
luvbyrd,path of the wind (my neighbor totoro lofi)
TK from Ling tosite sigure,white silence (album version)
JUNNA,Here
Kensuke Ushio,"D.V.M.N. -Theme From ""DEVILMAN crybaby""-"
Musicality,Enemy - Drill Remix
KOHTA YAMAMOTO,Zeek's Plan
Samuel Kim,Something In The Way
佐々木恵梨,GATE OF STEINER
Rei Yasuda,Mirror
Celestial Alignment,Heading Home
Samuel Kim,Raiden Shogun Theme (Judgement of Euthymia)
Rustage;CG5,Love (Gaara Rap) [feat. Cg5]
LiSA,NEW ME
Yugo Kanno,Uragirimonono Requiem - Diavolo Ver.
Aimer,Blind to you (Remaster for 星の消えた夜に 2022)
Rustage;Shwabadi,Change the World (Obito Rap) [feat. Shwabadi]
いとうかなこ,Hacking to the Gate - symphonic ver.
Rustage;Shofu;Shwabadi;Connor Quest!;Breeton Boi;954mari;PE$O PETE;Shao Dow;Lex Bratcher;Louverture;Khantrast,Supernova
Evan Call,Across the Violet Sky
ドリーミング,ドレミファアンパンマン
Rustage;Fabvl,Bleed Gray (Akatsuki Rap)
Jake Eaw,Hands Up To The Sky
Otaku,The Hero (One Punch Man)
Rustage;Ben Schuller,Tangled in the Web (Spider-Man Rap)
Kato,A Cruel Angel's Thesis (Evangelion)
Ricardo Silva,"La Última Batalla - Ultimatte Battle, Ultra Instinct Goku - Jiren"
WANDS,Brand New Love [WANDS 第 5 期 ver.]
Taku Iwasaki,Overdrive
IA,Reason for singing
[Alexandros],Cat 2
WANDS,David Bowieのように
Keyblade,R.I.P. (Rekt in Pieces)
神崎エルザ,ピルグリム
[Alexandros],Kill Me If You Can
Keyblade,Y No Fue
Gabriela Vega,Omokage
神崎エルザ,Disorder
Miliyah,勇者たち
Nattalia Sarria,"Mi Mañana (From ""Digimon Tamers"")"
Doblecero,Rap Garou Cósmico
Mrs. GREEN APPLE,FACTORY
照井順政,呪術師・伏黒恵
Shoko Nakagawa,空色デイズ
Eve,レーゾンデートル
Torby Brand,Spring's Melody
DOES,KNOW KNOW KNOW
Kenma,"Unravel (From ""Tokyo Ghoul"") - Lofi Remix"
JUNNA,コノユビトマレ
大原ゆい子,オンリー
佐々木恵梨,Ring of Fortune
Kijugo,Kiss of Death but is it okay if it's lofi?
Sukima Switch,奏(かなで)
KANA-BOON,きらりらり
Kiro Akiyama,アイデンティティ
Reol,MONSTER
Jisatsu,Melancholy
Belle,歌よ
Haruka Tomatsu,Resolution
